Assembly Accession	Assembly-unit name	Chromosome name	GC Count	GC Percent	GenBank seq accession	Molecule type	Ordering	RefSeq seq accession	Role	Seq length	UCSC style name	Unlocalized Count	Sequence name
GCF_002901205.1	Primary Assembly	Un			PDCF01022171.1	Chromosome		NW_019789938.1	unplaced-scaffold	1495			scaffold22166_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022172.1	Chromosome		NW_019789939.1	unplaced-scaffold	1494			scaffold22167_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022173.1	Chromosome		NW_019789940.1	unplaced-scaffold	1494			scaffold22168_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022174.1	Chromosome		NW_019789941.1	unplaced-scaffold	1494			scaffold22169_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022175.1	Chromosome		NW_019789942.1	unplaced-scaffold	1494			scaffold22170_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022176.1	Chromosome		NW_019789943.1	unplaced-scaffold	1494			scaffold22171_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022177.1	Chromosome		NW_019789944.1	unplaced-scaffold	1494			scaffold22172_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022178.1	Chromosome		NW_019789945.1	unplaced-scaffold	1494			scaffold22173_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022179.1	Chromosome		NW_019789946.1	unplaced-scaffold	1494			scaffold22174_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022180.1	Chromosome		NW_019789947.1	unplaced-scaffold	1494			scaffold22175_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022181.1	Chromosome		NW_019789948.1	unplaced-scaffold	1494			scaffold22176_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022182.1	Chromosome		NW_019789949.1	unplaced-scaffold	1494			scaffold22177_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022183.1	Chromosome		NW_019789950.1	unplaced-scaffold	1494			scaffold22178_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022184.1	Chromosome		NW_019789951.1	unplaced-scaffold	1494			scaffold22179_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022185.1	Chromosome		NW_019789953.1	unplaced-scaffold	1494			scaffold22180_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022186.1	Chromosome		NW_019789954.1	unplaced-scaffold	1494			scaffold22181_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022187.1	Chromosome		NW_019789955.1	unplaced-scaffold	1494			scaffold22182_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022188.1	Chromosome		NW_019789956.1	unplaced-scaffold	1494			scaffold22183_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022189.1	Chromosome		NW_019789957.1	unplaced-scaffold	1494			scaffold22184_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022190.1	Chromosome		NW_019789958.1	unplaced-scaffold	1494			scaffold22185_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022191.1	Chromosome		NW_019789959.1	unplaced-scaffold	1493			scaffold22186_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022192.1	Chromosome		NW_019789960.1	unplaced-scaffold	1493			scaffold22187_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022193.1	Chromosome		NW_019789961.1	unplaced-scaffold	1493			scaffold22188_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022194.1	Chromosome		NW_019789962.1	unplaced-scaffold	1493			scaffold22189_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022195.1	Chromosome		NW_019789964.1	unplaced-scaffold	1493			scaffold22190_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022196.1	Chromosome		NW_019789965.1	unplaced-scaffold	1493			scaffold22191_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022197.1	Chromosome		NW_019789966.1	unplaced-scaffold	1493			scaffold22192_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022198.1	Chromosome		NW_019789967.1	unplaced-scaffold	1493			scaffold22193_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022199.1	Chromosome		NW_019789968.1	unplaced-scaffold	1493			scaffold22194_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022200.1	Chromosome		NW_019789969.1	unplaced-scaffold	1492			scaffold22195_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022201.1	Chromosome		NW_019789970.1	unplaced-scaffold	1492			scaffold22196_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022202.1	Chromosome		NW_019789971.1	unplaced-scaffold	1492			scaffold22197_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022203.1	Chromosome		NW_019789972.1	unplaced-scaffold	1492			scaffold22198_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022204.1	Chromosome		NW_019789973.1	unplaced-scaffold	1492			scaffold22199_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022205.1	Chromosome		NW_019789975.1	unplaced-scaffold	1492			scaffold22200_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022206.1	Chromosome		NW_019789976.1	unplaced-scaffold	1492			scaffold22201_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022207.1	Chromosome		NW_019789977.1	unplaced-scaffold	1492			scaffold22202_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022208.1	Chromosome		NW_019789978.1	unplaced-scaffold	1492			scaffold22203_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022209.1	Chromosome		NW_019789979.1	unplaced-scaffold	1492			scaffold22204_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022210.1	Chromosome		NW_019789980.1	unplaced-scaffold	1492			scaffold22205_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022211.1	Chromosome		NW_019789981.1	unplaced-scaffold	1492			scaffold22206_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022212.1	Chromosome		NW_019789982.1	unplaced-scaffold	1492			scaffold22207_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022213.1	Chromosome		NW_019789983.1	unplaced-scaffold	1492			scaffold22208_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022214.1	Chromosome		NW_019789984.1	unplaced-scaffold	1492			scaffold22209_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022215.1	Chromosome		NW_019789986.1	unplaced-scaffold	1492			scaffold22210_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022216.1	Chromosome		NW_019789987.1	unplaced-scaffold	1491			scaffold22211_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022217.1	Chromosome		NW_019789988.1	unplaced-scaffold	1491			scaffold22212_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022218.1	Chromosome		NW_019789989.1	unplaced-scaffold	1491			scaffold22213_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022219.1	Chromosome		NW_019789990.1	unplaced-scaffold	1491			scaffold22214_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022220.1	Chromosome		NW_019789991.1	unplaced-scaffold	1491			scaffold22215_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022221.1	Chromosome		NW_019789992.1	unplaced-scaffold	1491			scaffold22216_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022222.1	Chromosome		NW_019789993.1	unplaced-scaffold	1491			scaffold22217_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022223.1	Chromosome		NW_019789994.1	unplaced-scaffold	1491			scaffold22218_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022224.1	Chromosome		NW_019789995.1	unplaced-scaffold	1491			scaffold22219_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022225.1	Chromosome		NW_019789997.1	unplaced-scaffold	1490			scaffold22220_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022226.1	Chromosome		NW_019789998.1	unplaced-scaffold	1490			scaffold22221_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022227.1	Chromosome		NW_019789999.1	unplaced-scaffold	1490			scaffold22222_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022228.1	Chromosome		NW_019790000.1	unplaced-scaffold	1490			scaffold22223_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022229.1	Chromosome		NW_019790001.1	unplaced-scaffold	1490			scaffold22224_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022230.1	Chromosome		NW_019790002.1	unplaced-scaffold	1490			scaffold22225_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022231.1	Chromosome		NW_019790003.1	unplaced-scaffold	1490			scaffold22226_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022232.1	Chromosome		NW_019790004.1	unplaced-scaffold	1490			scaffold22227_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022233.1	Chromosome		NW_019790005.1	unplaced-scaffold	1490			scaffold22228_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022234.1	Chromosome		NW_019790006.1	unplaced-scaffold	1490			scaffold22229_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022235.1	Chromosome		NW_019790008.1	unplaced-scaffold	1490			scaffold22230_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022236.1	Chromosome		NW_019790009.1	unplaced-scaffold	1490			scaffold22231_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022237.1	Chromosome		NW_019790010.1	unplaced-scaffold	1490			scaffold22232_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022238.1	Chromosome		NW_019790011.1	unplaced-scaffold	1490			scaffold22233_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022239.1	Chromosome		NW_019790012.1	unplaced-scaffold	1490			scaffold22234_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022240.1	Chromosome		NW_019790013.1	unplaced-scaffold	1489			scaffold22235_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022241.1	Chromosome		NW_019790014.1	unplaced-scaffold	1489			scaffold22236_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022242.1	Chromosome		NW_019790015.1	unplaced-scaffold	1489			scaffold22237_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022243.1	Chromosome		NW_019790016.1	unplaced-scaffold	1489			scaffold22238_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022244.1	Chromosome		NW_019790017.1	unplaced-scaffold	1489			scaffold22239_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022245.1	Chromosome		NW_019790019.1	unplaced-scaffold	1489			scaffold22240_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022246.1	Chromosome		NW_019790020.1	unplaced-scaffold	1489			scaffold22241_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022247.1	Chromosome		NW_019790021.1	unplaced-scaffold	1488			scaffold22242_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022248.1	Chromosome		NW_019790022.1	unplaced-scaffold	1488			scaffold22243_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022249.1	Chromosome		NW_019790023.1	unplaced-scaffold	1488			scaffold22244_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022250.1	Chromosome		NW_019790024.1	unplaced-scaffold	1488			scaffold22245_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022251.1	Chromosome		NW_019790025.1	unplaced-scaffold	1488			scaffold22246_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022252.1	Chromosome		NW_019790026.1	unplaced-scaffold	1488			scaffold22247_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022253.1	Chromosome		NW_019790027.1	unplaced-scaffold	1488			scaffold22248_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022254.1	Chromosome		NW_019790028.1	unplaced-scaffold	1488			scaffold22249_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022255.1	Chromosome		NW_019790030.1	unplaced-scaffold	1487			scaffold22250_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022256.1	Chromosome		NW_019790031.1	unplaced-scaffold	1487			scaffold22251_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022257.1	Chromosome		NW_019790032.1	unplaced-scaffold	1487			scaffold22252_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022258.1	Chromosome		NW_019790033.1	unplaced-scaffold	1487			scaffold22253_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022259.1	Chromosome		NW_019790034.1	unplaced-scaffold	1487			scaffold22254_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022260.1	Chromosome		NW_019790035.1	unplaced-scaffold	1487			scaffold22255_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022261.1	Chromosome		NW_019790036.1	unplaced-scaffold	1487			scaffold22256_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022262.1	Chromosome		NW_019790037.1	unplaced-scaffold	1486			scaffold22257_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022263.1	Chromosome		NW_019790038.1	unplaced-scaffold	1486			scaffold22258_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022264.1	Chromosome		NW_019790039.1	unplaced-scaffold	1486			scaffold22259_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022265.1	Chromosome		NW_019790041.1	unplaced-scaffold	1486			scaffold22260_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022266.1	Chromosome		NW_019790042.1	unplaced-scaffold	1486			scaffold22261_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022267.1	Chromosome		NW_019790043.1	unplaced-scaffold	1486			scaffold22262_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022268.1	Chromosome		NW_019790044.1	unplaced-scaffold	1486			scaffold22263_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022269.1	Chromosome		NW_019790045.1	unplaced-scaffold	1486			scaffold22264_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022270.1	Chromosome		NW_019790046.1	unplaced-scaffold	1486			scaffold22265_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022271.1	Chromosome		NW_019790047.1	unplaced-scaffold	1486			scaffold22266_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022272.1	Chromosome		NW_019790048.1	unplaced-scaffold	1486			scaffold22267_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022273.1	Chromosome		NW_019790049.1	unplaced-scaffold	1486			scaffold22268_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022274.1	Chromosome		NW_019790050.1	unplaced-scaffold	1486			scaffold22269_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022275.1	Chromosome		NW_019790052.1	unplaced-scaffold	1485			scaffold22270_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022276.1	Chromosome		NW_019790053.1	unplaced-scaffold	1485			scaffold22271_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022277.1	Chromosome		NW_019790054.1	unplaced-scaffold	1485			scaffold22272_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022278.1	Chromosome		NW_019790055.1	unplaced-scaffold	1485			scaffold22273_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022279.1	Chromosome		NW_019790056.1	unplaced-scaffold	1485			scaffold22274_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022280.1	Chromosome		NW_019790057.1	unplaced-scaffold	1485			scaffold22275_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022281.1	Chromosome		NW_019790058.1	unplaced-scaffold	1485			scaffold22276_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022282.1	Chromosome		NW_019790059.1	unplaced-scaffold	1485			scaffold22277_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022283.1	Chromosome		NW_019790060.1	unplaced-scaffold	1485			scaffold22278_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022284.1	Chromosome		NW_019790061.1	unplaced-scaffold	1485			scaffold22279_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022285.1	Chromosome		NW_019790063.1	unplaced-scaffold	1485			scaffold22280_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022286.1	Chromosome		NW_019790064.1	unplaced-scaffold	1485			scaffold22281_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022287.1	Chromosome		NW_019790065.1	unplaced-scaffold	1485			scaffold22282_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022288.1	Chromosome		NW_019790066.1	unplaced-scaffold	1485			scaffold22283_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022289.1	Chromosome		NW_019790067.1	unplaced-scaffold	1485			scaffold22284_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022290.1	Chromosome		NW_019790068.1	unplaced-scaffold	1485			scaffold22285_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022291.1	Chromosome		NW_019790069.1	unplaced-scaffold	1484			scaffold22286_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022292.1	Chromosome		NW_019790070.1	unplaced-scaffold	1484			scaffold22287_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022293.1	Chromosome		NW_019790071.1	unplaced-scaffold	1484			scaffold22288_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022294.1	Chromosome		NW_019790072.1	unplaced-scaffold	1483			scaffold22289_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022295.1	Chromosome		NW_019790074.1	unplaced-scaffold	1483			scaffold22290_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022296.1	Chromosome		NW_019790075.1	unplaced-scaffold	1483			scaffold22291_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022297.1	Chromosome		NW_019790076.1	unplaced-scaffold	1483			scaffold22292_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022298.1	Chromosome		NW_019790077.1	unplaced-scaffold	1483			scaffold22293_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022299.1	Chromosome		NW_019790078.1	unplaced-scaffold	1483			scaffold22294_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022300.1	Chromosome		NW_019790079.1	unplaced-scaffold	1483			scaffold22295_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022301.1	Chromosome		NW_019790080.1	unplaced-scaffold	1483			scaffold22296_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022302.1	Chromosome		NW_019790081.1	unplaced-scaffold	1483			scaffold22297_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022303.1	Chromosome		NW_019790082.1	unplaced-scaffold	1482			scaffold22298_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022304.1	Chromosome		NW_019790083.1	unplaced-scaffold	1482			scaffold22299_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022305.1	Chromosome		NW_019790086.1	unplaced-scaffold	1482			scaffold22300_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022306.1	Chromosome		NW_019790087.1	unplaced-scaffold	1482			scaffold22301_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022307.1	Chromosome		NW_019790088.1	unplaced-scaffold	1482			scaffold22302_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022308.1	Chromosome		NW_019790089.1	unplaced-scaffold	1482			scaffold22303_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022309.1	Chromosome		NW_019790090.1	unplaced-scaffold	1482			scaffold22304_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022310.1	Chromosome		NW_019790091.1	unplaced-scaffold	1482			scaffold22305_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022311.1	Chromosome		NW_019790092.1	unplaced-scaffold	1482			scaffold22306_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022312.1	Chromosome		NW_019790093.1	unplaced-scaffold	1482			scaffold22307_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022313.1	Chromosome		NW_019790094.1	unplaced-scaffold	1482			scaffold22308_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022314.1	Chromosome		NW_019790095.1	unplaced-scaffold	1482			scaffold22309_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022315.1	Chromosome		NW_019790097.1	unplaced-scaffold	1482			scaffold22310_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022316.1	Chromosome		NW_019790098.1	unplaced-scaffold	1482			scaffold22311_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022317.1	Chromosome		NW_019790099.1	unplaced-scaffold	1481			scaffold22312_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022318.1	Chromosome		NW_019790100.1	unplaced-scaffold	1481			scaffold22313_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022319.1	Chromosome		NW_019790101.1	unplaced-scaffold	1481			scaffold22314_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022320.1	Chromosome		NW_019790102.1	unplaced-scaffold	1481			scaffold22315_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022321.1	Chromosome		NW_019790103.1	unplaced-scaffold	1481			scaffold22316_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022322.1	Chromosome		NW_019790104.1	unplaced-scaffold	1481			scaffold22317_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022323.1	Chromosome		NW_019790105.1	unplaced-scaffold	1481			scaffold22318_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022324.1	Chromosome		NW_019790106.1	unplaced-scaffold	1481			scaffold22319_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022325.1	Chromosome		NW_019790108.1	unplaced-scaffold	1481			scaffold22320_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022326.1	Chromosome		NW_019790109.1	unplaced-scaffold	1481			scaffold22321_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022327.1	Chromosome		NW_019790110.1	unplaced-scaffold	1481			scaffold22322_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022328.1	Chromosome		NW_019790111.1	unplaced-scaffold	1481			scaffold22323_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022329.1	Chromosome		NW_019790112.1	unplaced-scaffold	1481			scaffold22324_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022330.1	Chromosome		NW_019790113.1	unplaced-scaffold	1481			scaffold22325_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022331.1	Chromosome		NW_019790114.1	unplaced-scaffold	1481			scaffold22326_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022332.1	Chromosome		NW_019790115.1	unplaced-scaffold	1342			scaffold22327_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022333.1	Chromosome		NW_019790116.1	unplaced-scaffold	1481			scaffold22328_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022334.1	Chromosome		NW_019790117.1	unplaced-scaffold	1481			scaffold22329_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022335.1	Chromosome		NW_019790119.1	unplaced-scaffold	1481			scaffold22330_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022336.1	Chromosome		NW_019790120.1	unplaced-scaffold	1481			scaffold22331_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022337.1	Chromosome		NW_019790121.1	unplaced-scaffold	1481			scaffold22332_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022338.1	Chromosome		NW_019790122.1	unplaced-scaffold	1480			scaffold22333_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022339.1	Chromosome		NW_019790123.1	unplaced-scaffold	1480			scaffold22334_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022340.1	Chromosome		NW_019790124.1	unplaced-scaffold	1480			scaffold22335_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022341.1	Chromosome		NW_019790125.1	unplaced-scaffold	1480			scaffold22336_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022342.1	Chromosome		NW_019790126.1	unplaced-scaffold	1480			scaffold22337_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022343.1	Chromosome		NW_019790127.1	unplaced-scaffold	1480			scaffold22338_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022344.1	Chromosome		NW_019790128.1	unplaced-scaffold	1480			scaffold22339_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022345.1	Chromosome		NW_019790130.1	unplaced-scaffold	1480			scaffold22340_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022346.1	Chromosome		NW_019790131.1	unplaced-scaffold	1480			scaffold22341_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022347.1	Chromosome		NW_019790132.1	unplaced-scaffold	1480			scaffold22342_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022348.1	Chromosome		NW_019790133.1	unplaced-scaffold	1479			scaffold22343_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022349.1	Chromosome		NW_019790134.1	unplaced-scaffold	1479			scaffold22344_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022350.1	Chromosome		NW_019790135.1	unplaced-scaffold	1479			scaffold22345_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022351.1	Chromosome		NW_019790136.1	unplaced-scaffold	1479			scaffold22346_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022352.1	Chromosome		NW_019790137.1	unplaced-scaffold	1479			scaffold22347_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022353.1	Chromosome		NW_019790138.1	unplaced-scaffold	1479			scaffold22348_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022354.1	Chromosome		NW_019790139.1	unplaced-scaffold	1479			scaffold22349_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022355.1	Chromosome		NW_019790141.1	unplaced-scaffold	1479			scaffold22350_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022356.1	Chromosome		NW_019790142.1	unplaced-scaffold	1479			scaffold22351_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022357.1	Chromosome		NW_019790143.1	unplaced-scaffold	1479			scaffold22352_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022358.1	Chromosome		NW_019790144.1	unplaced-scaffold	1479			scaffold22353_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022359.1	Chromosome		NW_019790145.1	unplaced-scaffold	1479			scaffold22354_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022360.1	Chromosome		NW_019790146.1	unplaced-scaffold	1478			scaffold22355_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022361.1	Chromosome		NW_019790147.1	unplaced-scaffold	1478			scaffold22356_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022362.1	Chromosome		NW_019790148.1	unplaced-scaffold	1478			scaffold22357_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022363.1	Chromosome		NW_019790149.1	unplaced-scaffold	1478			scaffold22358_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022364.1	Chromosome		NW_019790150.1	unplaced-scaffold	1478			scaffold22359_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022365.1	Chromosome		NW_019790152.1	unplaced-scaffold	1478			scaffold22360_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022366.1	Chromosome		NW_019790153.1	unplaced-scaffold	1478			scaffold22361_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022367.1	Chromosome		NW_019790154.1	unplaced-scaffold	1478			scaffold22362_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022368.1	Chromosome		NW_019790155.1	unplaced-scaffold	1478			scaffold22363_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022369.1	Chromosome		NW_019790156.1	unplaced-scaffold	1478			scaffold22364_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022370.1	Chromosome		NW_019790157.1	unplaced-scaffold	1478			scaffold22365_part1
GCF_002901205.1	Primary Assembly	Un			PDCF01022371.1	Chromosome		NW_019790158.1	unplaced-scaffold	1478			scaffold22366_part1
