SNP.Name,Chromosome,cM.Position.Sex.Averaged,cM.Position.Female,cM.Position.Male,Genome.Position.Oarv3.1
s64346.1,15,65.841,63.126,71.034,59811556
OAR15_65355875.1,15,66.045,63.383,71.034,59880964
OAR15_65397148.1,15,66.045,63.383,71.034,59921517
OAR15_65418699.1,15,66.045,63.383,71.034,59942621
OAR15_65467094_X.1,15,66.045,63.383,71.034,59977861
OAR15_65505976.1,15,66.137,63.507,71.034,60014900
OAR15_65536256.1,15,66.137,63.507,71.034,60037712
OAR15_65584079.1,15,66.199,63.594,71.034,60089365
OAR15_65644769.1,15,66.199,63.594,71.034,60189353
OAR15_65710884_X.1,15,66.199,63.594,71.034,60252426
s56927.1,15,66.199,63.594,71.034,60326720
OAR15_66037209.1,15,66.199,63.594,71.034,60394682
OAR15_65867834.1,15,66.199,63.594,71.034,60452834
OAR15_65969620.1,15,66.248,63.663,71.034,60555843
OAR15_66122063.1,15,66.299,63.737,71.034,60594519
s54041.1,15,66.783,64.235,71.593,60722323
s71059.1,15,66.965,64.485,71.593,60876363
s39196.1,15,66.965,64.485,71.593,60918259
OAR15_66522206.1,15,66.965,64.485,71.593,60982576
s46467.1,15,66.965,64.485,71.593,61073354
OAR15_66653722.1,15,67.286,64.826,72.453,61314856
OAR15_66701694.1,15,67.702,65.254,72.48,61349591
OAR15_66782986.1,15,67.702,65.254,72.48,61429710
OAR15_66832542.1,15,67.702,65.254,72.48,61476568
OAR15_66857757.1,15,67.824,65.442,72.48,61500373
OAR15_66920460.1,15,67.824,65.442,72.48,61557221
OAR15_66951063.1,15,67.824,65.442,72.48,61582216
OAR15_66971392.1,15,67.824,65.442,72.48,61608566
OAR15_67064455.1,15,68.352,66.187,72.48,61696237
OAR15_67203623.1,15,68.411,66.187,72.592,61805954
OAR15_67212591.1,15,68.411,66.187,72.592,61815728
OAR15_67275890.1,15,68.655,66.376,73.072,61846859
OAR15_67336929.1,15,68.655,66.376,73.072,61910472
OAR15_67377343_X.1,15,68.655,66.376,73.072,61951263
OAR15_67617482.1,15,68.655,66.376,73.072,62109613
OAR15_67653133.1,15,68.655,66.376,73.072,62148167
OAR15_67681322.1,15,68.655,66.376,73.072,62175060
s28069.1,15,68.655,66.376,73.072,62206936
OAR15_67917342.1,15,68.655,66.376,73.072,62279928
s05923.1,15,68.655,66.376,73.072,62332098
s58642.1,15,68.655,66.376,73.072,62339294
s15957.1,15,68.655,66.376,73.072,62462186
s47572.1,15,68.655,66.376,73.072,62501010
OAR15_68071291.1,15,68.655,66.376,73.072,62539774
OAR15_68114522.1,15,68.76,66.376,73.424,62587407
s28312.1,15,68.974,66.679,73.424,62675011
OAR15_68255670.1,15,68.974,66.679,73.424,62731498
s59974.1,15,68.974,66.679,73.424,62761434
OAR15_68384774.1,15,68.974,66.679,73.424,62833217
OAR15_68402194.1,15,68.974,66.679,73.424,62851083
s30476.1,15,68.974,66.679,73.424,62902774
s67175.1,15,68.974,66.679,73.424,63004707
OAR15_68592706.1,15,69.444,67.198,73.765,63038092
OAR15_68673295_X.1,15,69.444,67.198,73.765,63117697
s07147.1,15,70.017,67.821,74.168,63174339
s25541.1,15,70.017,67.821,74.168,63232034
OAR15_68824888.1,15,70.017,67.821,74.168,63273052
OAR15_68874925.1,15,70.017,67.821,74.168,63322132
OAR15_68996985.1,15,70.298,68.461,74.168,63447173
OAR15_69064778.1,15,70.298,68.461,74.168,63508604
OAR15_69118064.1,15,70.617,68.461,74.259,63562588
OAR15_69141695.1,15,70.617,68.461,74.259,63587785
OAR15_69180648.1,15,70.922,68.796,75.045,63627667
s24528.1,15,70.922,68.796,75.045,63660964
s55674.1,15,71.615,69.635,75.515,63748441
OAR15_69333650.1,15,72.02,69.635,76.568,63776505
OAR15_69360915.1,15,72.02,69.635,76.568,63805017
s60056.1,15,72.02,69.635,76.568,63858726
OAR15_69447754.1,15,72.02,69.635,76.568,63892222
OAR15_69475511.1,15,72.02,69.635,76.568,63919931
s16546.1,15,72.261,69.838,76.947,63995529
s33931.1,15,72.261,69.838,76.947,64053401
OAR15_69637236.1,15,72.378,69.982,76.947,64086367
s42921.1,15,72.378,69.982,76.947,64119066
OAR15_69734968.1,15,72.92,70.401,77.815,64179606
OAR15_69807413.1,15,72.92,70.401,77.815,64256466
OAR15_69836913.1,15,72.92,70.401,77.815,64285444
s50083.1,15,73.696,71.237,78.178,64507092
s59091.1,15,73.696,71.237,78.178,64529693
s13266.1,15,73.696,71.237,78.178,64596480
s36214.1,15,75.023,72.299,80.047,64690808
OAR15_70198477_X.1,15,75.077,72.554,80.047,64747807
s66581.1,15,75.077,72.554,80.047,64889704
s29175.1,15,75.077,72.554,80.047,64946520
s35310.1,15,75.077,72.554,80.047,64967715
s31377.1,15,75.077,72.554,80.047,65070812
OAR15_70594883.1,15,75.686,72.937,80.111,65138384
OAR15_70639412.1,15,75.924,72.937,81.461,65212704
s54590.1,15,75.924,72.937,81.461,65232667
OAR15_70671324.1,15,75.924,72.937,81.461,65243107
s63761.1,15,76.28,73.488,81.685,65315205
s57535.1,15,76.28,73.488,81.685,65356152
s66828.1,15,76.28,73.488,81.685,65522727
OAR15_70998725.1,15,76.902,74.261,81.937,65593216
OAR15_71028831.1,15,76.902,74.261,81.937,65620584
OAR15_71100879.1,15,76.902,74.261,81.937,65693564
OAR15_71129965.1,15,76.902,74.261,81.937,65723092
OAR15_71207895.1,15,76.902,74.261,81.937,65768381
OAR15_71342232.1,15,76.902,74.261,81.937,65891441
OAR15_71392435_X.1,15,76.902,74.261,81.937,65942920
OAR15_71424644.1,15,76.902,74.261,81.937,65975302
OAR15_71505239.1,15,76.902,74.261,81.937,66028626
s17743.1,15,76.902,74.261,81.937,66043765
s48790.1,15,77.19,74.559,82.243,66133319
OAR15_71774967.1,15,77.19,74.559,82.243,66303264
OAR15_71794574.1,15,77.19,74.559,82.243,66324849
OAR15_71800994.1,15,77.461,75.001,82.243,66338665
OAR15_71907029.1,15,77.898,75.262,82.91,66409712
OAR15_71942557.1,15,77.898,75.262,82.91,66440686
OAR15_71971899.1,15,77.898,75.262,82.91,66469876
OAR15_72145628.1,15,77.898,75.262,82.91,66633326
OAR15_72182875.1,15,77.898,75.262,82.91,66675925
OAR15_72221124.1,15,78.318,75.698,83.346,66712084
OAR15_72281960.1,15,78.318,75.698,83.346,66763536
OAR15_72342954.1,15,78.318,75.698,83.346,66818965
s60467.1,15,78.899,76.235,83.862,66843725
OAR15_72412908.1,15,78.899,76.235,83.862,66889463
OAR15_72477390.1,15,78.91,76.235,84.364,66967373
OAR15_72495009.1,15,79.12,76.479,84.447,66986487
OAR15_72588676.1,15,79.243,76.632,84.458,67074902
OAR15_72723982.1,15,79.587,77.029,84.485,67254895
OAR15_72854094.1,15,79.587,77.029,84.485,67326393
OAR15_72980004_X.1,15,79.587,77.029,84.485,67395631
OAR15_73013717.1,15,79.587,77.029,84.485,67428175
OAR15_73133235.1,15,79.587,77.029,84.485,67549324
s65800.1,15,79.587,77.029,84.485,67597291
OAR15_73223803.1,15,79.587,77.029,84.485,67629076
OAR15_73492003.1,15,79.971,77.431,84.923,67890816
OAR15_73502975.1,15,79.971,77.431,84.923,67901919
OAR15_73557922.1,15,79.971,77.431,84.923,67953627
OAR15_73571593.1,15,79.971,77.431,84.923,67963062
OAR15_73610660.1,15,79.971,77.431,84.923,68025600
OAR15_73769949_X.1,15,80.229,77.796,84.923,68097720
s03005.1,15,80.229,77.796,84.923,68270818
OAR15_73949815.1,15,80.229,77.796,84.923,68288425
OAR15_74049521_X.1,15,80.229,77.796,84.923,68384357
OAR15_74095621.1,15,80.229,77.796,84.923,68432289
OAR15_74179620.1,15,80.536,78.129,85.161,68514809
OAR15_74238319.1,15,80.536,78.129,85.161,68583460
OAR15_74278951.1,15,80.536,78.129,85.161,68627694
s32676.1,15,80.536,78.129,85.161,68676755
OAR15_74359970.1,15,80.536,78.129,85.161,68711012
OAR15_74403454.1,15,80.816,78.381,85.525,68744219
s15168.1,15,80.816,78.381,85.525,68779480
OAR15_74646073.1,15,81.633,79.231,86.26,68993474
OAR15_74672514.1,15,81.633,79.231,86.26,69013262
OAR15_74759937.1,15,81.633,79.231,86.26,69060825
OAR15_74809345.1,15,81.633,79.231,86.26,69111236
s36641.1,15,81.633,79.231,86.26,69165629
OAR15_74912794.1,15,81.683,79.231,86.378,69211144
OAR15_74958585.1,15,81.683,79.231,86.378,69264458
OAR15_75112070.1,15,81.728,79.308,86.378,69321121
OAR15_75136010.1,15,81.728,79.308,86.378,69343568
OAR15_75169402.1,15,81.773,79.308,86.483,69375828
OAR15_75197538.1,15,81.773,79.308,86.483,69406267
OAR15_75217358.1,15,81.773,79.308,86.483,69429185
OAR15_75278433.1,15,81.773,79.308,86.483,69489649
OAR15_75339551.1,15,81.773,79.308,86.483,69550331
OAR15_75418157.1,15,81.773,79.308,86.483,69585831
OAR15_75442226.1,15,81.773,79.308,86.483,69609664
s24876.1,15,83.053,80.786,87.225,69920779
OAR15_75845153_X.1,15,83.068,81.069,87.225,69954529
OAR15_75964035.1,15,83.068,81.069,87.225,70065635
OAR15_75994334.1,15,83.068,81.069,87.225,70096920
OAR15_76051176.1,15,83.068,81.069,87.225,70153586
OAR15_76152821.1,15,83.66,81.625,87.705,70189658
OAR15_76144996.1,15,83.66,81.625,87.705,70199575
s03234.1,15,83.66,81.625,87.705,70351566
OAR15_76321531.1,15,83.66,81.625,87.705,70393057
OAR15_76379434.1,15,84.754,82.827,88.492,70452674
OAR15_76419512.1,15,84.994,83.365,88.492,70507717
OAR15_76452305.1,15,84.994,83.365,88.492,70545475
s36355.1,15,84.994,83.365,88.492,70599541
OAR15_76551506.1,15,85.342,83.365,89.165,70646913
OAR15_76595841.1,15,85.342,83.365,89.165,70691131
OAR15_76674101.1,15,85.427,83.603,89.165,70762081
OAR15_76711224.1,15,85.427,83.603,89.165,70799094
OAR15_76717793.1,15,85.427,83.603,89.165,70805821
OAR15_76776419.1,15,85.427,83.603,89.165,70853636
OAR15_76811127.1,15,85.427,83.603,89.165,70894070
OAR15_76857119.1,15,85.427,83.603,89.165,70935570
OAR15_76864698.1,15,85.427,83.603,89.165,70944492
OAR15_76923131.1,15,85.427,83.603,89.165,71035794
OAR15_76953040.1,15,85.574,83.826,89.165,71058804
OAR15_76976237.1,15,85.685,83.979,89.165,71084393
OAR15_77010597.1,15,85.685,83.979,89.165,71115834
OAR15_77074005.1,15,85.981,84.342,89.437,71180414
s17600.1,15,85.981,84.342,89.437,71214259
s21162.1,15,86.543,84.897,89.957,71318854
OAR15_77297861.1,15,86.543,84.897,89.957,71394500
OAR15_77309192.1,15,86.543,84.897,89.957,71405218
OAR15_77366575.1,15,86.543,84.897,89.957,71467684
s30958.1,15,86.843,84.897,90.666,71485588
OAR15_77451211.1,15,86.843,84.897,90.666,71558618
s71472.1,15,86.843,84.897,90.666,71632059
OAR15_77575136.1,15,87.943,85.536,92.201,71667608
OAR15_77894279.1,15,88.081,85.855,92.714,71858906
OAR15_77962165.1,15,88.081,85.855,92.714,71926872
OAR15_78019848.1,15,88.512,86.392,92.714,71981656
OAR15_78074655.1,15,88.512,86.392,92.714,72032966
OAR15_78210546.1,15,88.929,86.797,93.237,72136541
s16847.1,15,88.929,86.797,93.237,72174296
s07350.1,15,88.929,86.797,93.237,72233588
s70222.1,15,89.18,87.203,93.237,72374173
OAR15_78509799.1,15,89.18,87.203,93.237,72430785
OAR15_78548290.1,15,89.728,87.716,93.852,72470215
OAR15_78598295.1,15,90.276,88.227,94.469,72520678
s31340.1,15,90.276,88.227,94.469,72536427
s28875.1,15,90.276,88.227,94.469,72707350
s52687.1,15,90.61,88.249,95.089,72747023
s36590.1,15,90.61,88.249,95.089,72786858
s27911.1,15,91.191,88.964,95.787,72836601
s75152.1,15,91.191,88.964,95.787,72853673
OAR15_78919382.1,15,91.191,88.964,95.787,72861400
s08516.1,15,91.384,89.182,96.103,72961157
s02909.1,15,91.735,89.182,96.867,73081345
s55796.1,15,91.735,89.182,96.867,73091519
s40896.1,15,91.735,89.182,96.867,73179020
s11066.1,15,91.735,89.182,96.867,73207467
s10946.1,15,91.735,89.182,96.867,73237688
s07273.1,15,91.735,89.182,96.867,73313902
s21547.1,15,92.231,89.182,97.897,73321768
OAR15_79519197.1,15,92.231,89.182,97.897,73347747
s01975.1,15,92.329,89.182,98.123,73405436
DU301502_402.1,15,92.614,89.182,98.955,73444713
s26608.1,15,93.9,90.771,99.917,73640964
s20239.1,15,93.9,90.771,99.917,73703321
s70599.1,15,93.9,90.771,99.917,73730180
s74843.1,15,93.9,90.771,99.917,73811107
s61356.1,15,94.386,91.242,100.394,74071727
OAR15_80330932.1,15,94.386,91.242,100.394,74146128
OAR15_80382059.1,15,94.386,91.242,100.394,74197472
OAR15_80398722.1,15,94.386,91.242,100.394,74213723
s72518.1,15,94.386,91.242,100.394,74285246
OAR15_80559047.1,15,94.386,91.242,100.394,74347537
OAR15_80591359.1,15,94.386,91.242,100.394,74380848
s09340.1,15,94.555,91.35,100.662,74546560
s06109.1,15,94.555,91.35,100.662,74597812
s19862.1,15,94.555,91.35,100.662,74618189
s00941.1,15,94.555,91.35,100.662,74636302
OAR15_80994401.1,15,94.555,91.35,100.662,74700420
OAR15_81031438.1,15,94.892,91.531,101.241,74735737
OAR15_81048498.1,15,94.892,91.531,101.241,74752130
OAR15_81086980.1,15,94.996,91.712,101.241,74780742
OAR15_81115973_X.1,15,94.996,91.712,101.241,74809151
s19684.1,15,94.996,91.712,101.241,74887100
OAR15_81225977.1,15,94.996,91.712,101.241,74924722
OAR15_81276710_X.1,15,94.996,91.712,101.241,74959029
OAR15_81307923_X.1,15,94.996,91.712,101.241,74988004
OAR15_81384602.1,15,94.996,91.712,101.241,75060905
s01390.1,15,95.66,92.385,101.785,75069719
OAR15_81487026.1,15,95.66,92.385,101.785,75162582
OAR15_81565717_X.1,15,96.469,92.763,103.498,75242209
OAR15_81649572.1,15,96.469,92.763,103.498,75324296
s34858.1,15,96.469,92.763,103.498,75395098
s44311.1,15,96.469,92.763,103.498,75512073
s39936.1,15,96.469,92.763,103.498,75527246
s32793.1,15,96.834,93.104,103.872,75556951
s27629.1,15,96.834,93.104,103.872,75592162
OAR15_82009071.1,15,96.834,93.104,103.872,75682066
OAR15_82049361.1,15,96.834,93.104,103.872,75721147
OAR15_82108626.1,15,96.968,93.104,104.224,75780419
s23199.1,15,96.968,93.104,104.224,75842476
OAR15_82213603.1,15,97.418,93.27,105.268,75889337
s71823.1,15,97.418,93.27,105.268,75936079
OAR15_82410162.1,15,97.418,93.27,105.268,75992442
OAR15_82352111.1,15,97.418,93.27,105.268,76051553
s10171.1,15,97.418,93.27,105.268,76098166
OAR15_82519111.1,15,97.418,93.27,105.268,76144260
OAR15_82542189.1,15,97.418,93.27,105.268,76166843
OAR15_82575461_X.1,15,97.418,93.27,105.268,76197457
OAR15_82598585.1,15,97.418,93.27,105.268,76212569
s60035.1,15,97.87,93.553,106.02,76267335
OAR15_82881233.1,15,97.993,93.553,106.336,76398235
OAR15_82909712.1,15,97.993,93.553,106.336,76437548
OAR15_84764911.1,15,98.357,93.553,107.411,76646894
OAR13_201555.1,15,98.357,93.553,107.411,76716960
OAR15_85221541.1,15,98.357,93.553,107.411,76727839
OAR15_84880053.1,15,98.357,93.553,107.411,76856381
OAR15_84885513.1,15,98.357,93.553,107.411,76864216
OAR15_85650720.1,15,98.582,93.553,108.059,77263763
s15186.1,15,98.582,93.553,108.059,77277131
s07303.1,15,98.965,93.553,109.097,77372813
OAR15_85957408.1,15,99.016,93.553,109.234,77421062
OAR15_85980375_X.1,15,99.064,93.553,109.363,77430821
s49501.1,15,99.183,93.553,109.688,77572195
OAR15_86176546.1,15,99.198,93.553,109.736,77592088
s72690.1,15,99.219,93.553,109.799,77687266
s55526.1,15,99.485,93.553,110.514,77748706
s36946.1,15,99.596,93.553,110.808,77784833
OAR15_86383219.1,15,99.596,93.553,110.808,77800868
s67241.1,15,99.596,93.553,110.808,77911062
s21212.1,15,99.984,93.553,111.796,78083671
s01182.1,15,99.984,93.553,111.796,78181098
OAR15_86855624_X.1,15,99.984,93.553,111.796,78217265
DU241306_191.1,15,100.086,93.553,112.121,78319869
OAR15_87020994.1,15,100.208,93.553,112.502,78334060
s14242.1,15,100.208,93.553,112.502,78425553
OAR15_87058521.1,15,100.283,93.651,112.502,78453228
OAR15_87133589.1,15,100.283,93.651,112.502,78508620
s58402.1,15,100.283,93.651,112.502,78563409
OAR15_87249598.1,15,100.283,93.651,112.502,78626657
OAR15_87285774.1,15,100.429,93.964,112.502,78663623
OAR15_87315790.1,15,100.429,93.964,112.502,78695106
OAR15_87348260.1,15,100.429,93.964,112.502,78730172
OAR15_87444330.1,15,100.429,93.964,112.502,78736831
s32555.1,15,100.513,94.146,112.502,78871439
OAR15_87912118.1,15,100.746,94.146,112.868,78941317
OAR15_87767502.1,15,100.746,94.146,112.868,79011094
s52216.1,15,100.746,94.146,112.868,79041638
OAR15_88007876.1,15,100.746,94.146,112.868,79112023
OAR15_88030300.1,15,100.746,94.146,112.868,79137075
OAR15_88073969.1,15,101.04,94.553,113.251,79176290
OAR15_88312594.1,15,101.04,94.553,113.251,79261129
OAR15_88549899.1,15,101.04,94.553,113.251,79291887
OAR15_88749086.1,15,101.04,94.553,113.251,79379849
OAR15_88764244.1,15,101.04,94.553,113.251,79388378
OAR15_88603702.1,15,101.04,94.553,113.251,79409051
s24284.1,15,101.04,94.553,113.251,79420398
OAR15_88630272.1,15,101.04,94.553,113.251,79433958
OAR15_88869505.1,15,101.04,94.553,113.251,79479822
OAR15_88875909.1,15,101.04,94.553,113.251,79482902
OAR15_89032114.1,15,101.224,94.553,113.626,79628168
OAR15_89095375.1,15,101.397,94.553,114.005,79704760
s62011.1,15,101.397,94.553,114.005,79714333
s26520.1,15,101.397,94.553,114.005,79779919
s05801.1,15,101.397,94.553,114.005,79787605
OAR15_89223142.1,15,101.397,94.553,114.005,79829152
OAR15_89232675.1,15,101.397,94.553,114.005,79839015
s17692.1,15,101.397,94.553,114.005,79890351
s24369.1,15,101.545,94.553,114.369,79930138
OAR15_89417210.1,15,101.545,94.553,114.369,80006852
OAR15_89441287.1,15,102.007,94.657,115.467,80032943
OAR15_89451910.1,15,102.007,94.657,115.467,80043367
s67246.1,15,102.007,94.657,115.467,80138077
s57997.1,15,102.007,94.657,115.467,80172366
s73298.1,15,102.007,94.657,115.467,80234681
OAR15_89667077.1,15,102.181,94.657,115.921,80248836
OAR15_89758663.1,15,102.363,94.657,116.397,80361684
s34471.1,15,102.363,94.657,116.397,80417733
s37812.1,15,102.363,94.657,116.397,80427618
s62937.1,15,102.363,94.657,116.397,80435433
s75064.1,15,102.363,94.657,116.397,80501500
s63268.1,15,102.363,94.657,116.397,80553118
s05017.1,15,102.363,94.657,116.397,80642170
DU439495_141.1,15,102.363,94.657,116.397,80804015
s28152.1,16,0,0,0,156698
OAR16_9185.1,16,0,0,0,287133
OAR16_35708.1,16,0,0,0,302953
OAR16_70214.1,16,0,0,0,339655
OAR16_104936.1,16,0,0,0,376308
OAR16_118369.1,16,0.267,0.29,0.195,385305
s66930.1,16,0.267,0.29,0.195,474091
s42924.1,16,0.267,0.29,0.195,576737
s39822.1,16,0.267,0.29,0.195,607832
s18943.1,16,0.267,0.29,0.195,625810
s03399.1,16,0.267,0.29,0.195,674786
s45724.1,16,0.267,0.29,0.195,721836
s02237.1,16,0.267,0.29,0.195,742915
s14727.1,16,0.446,0.44,0.528,843795
s55737.1,16,0.446,0.44,0.528,899797
s70059.1,16,0.621,0.44,0.992,1030057
s45477.1,16,0.621,0.44,0.992,1038064
s67392.1,16,0.938,0.44,1.75,1085345
OAR16_894698.1,16,0.938,0.44,1.75,1164994
OAR16_1082093.1,16,1.214,0.44,2.641,1344566
OAR16_1141118.1,16,1.214,0.44,2.641,1407879
OAR16_1200681.1,16,1.214,0.44,2.641,1465172
s23819.1,16,1.481,0.556,3.627,1587910
s37862.1,16,1.611,0.672,3.627,1653965
s36038.1,16,1.806,0.92,3.627,1718118
s04159.1,16,1.806,0.92,3.627,1747426
s00098.1,16,1.806,0.92,3.627,1882867
OAR16_1648586.1,16,1.806,0.92,3.627,1921992
s68385.1,16,1.806,0.92,3.627,1951593
s21336.1,16,2.122,0.988,4.344,2008093
OAR16_1839094.1,16,2.122,0.988,4.344,2099158
s20538.1,16,2.238,1.202,4.344,2218331
s37781.1,16,2.238,1.202,4.344,2270298
s11386.1,16,2.238,1.202,4.344,2319978
s28123.1,16,2.238,1.202,4.344,2423854
s09988.1,16,2.238,1.202,4.344,2477592
OAR16_2225416.1,16,2.238,1.202,4.344,2497813
OAR16_2268318.1,16,2.238,1.202,4.344,2541519
s45546.1,16,2.238,1.202,4.344,2569781
OAR16_2353438.1,16,2.238,1.202,4.344,2633602
OAR16_2388199.1,16,2.238,1.202,4.344,2667124
s25719.1,16,2.26,1.202,4.398,2733920
OAR16_2796296.1,16,2.355,1.202,4.656,2914106
OAR16_2930010.1,16,2.355,1.202,4.656,2976004
OAR16_3073702.1,16,2.355,1.202,4.656,3041298
OAR16_3130501_X.1,16,2.355,1.202,4.656,3075463
s05528.1,16,2.355,1.202,4.656,3110509
s32212.1,16,2.355,1.202,4.656,3131695
s62326.1,16,2.702,1.202,5.591,3273246
s31988.1,16,2.702,1.202,5.591,3359229
OAR16_3453268.1,16,2.702,1.202,5.591,3387225
OAR16_3465381.1,16,2.702,1.202,5.591,3399418
s63344.1,16,2.702,1.202,5.591,3477636
s25980.1,16,2.702,1.202,5.591,3522005
s27688.1,16,2.929,1.348,5.788,3547955
s18162.1,16,2.929,1.348,5.788,3661066
OAR16_3863259.1,16,3.672,1.348,7.973,3750679
OAR16_3903519.1,16,3.672,1.348,7.973,3789650
OAR16_3954346.1,16,3.672,1.348,7.973,3837563
s04577.1,16,3.705,1.478,7.989,3875271
OAR16_4147642.1,16,3.979,1.606,8.008,4031299
OAR16_4282035.1,16,4.328,1.606,9.778,4160814
s43430.1,16,4.8,1.871,10.746,4203951
OAR16_4385288.1,16,4.8,1.871,10.746,4258304
s18768.1,16,4.838,1.871,10.768,4306301
s46816.1,16,4.838,1.871,10.768,4370649
s09833.1,16,4.838,1.871,10.768,4398065
s41238.1,16,5.137,1.898,11.46,4514759
OAR16_4737110_X.1,16,5.137,1.898,11.46,4614535
s24768.1,16,5.343,2.1,11.864,4731279
s44135.1,16,5.492,2.33,11.864,4805116
OAR16_4996613.1,16,5.789,2.558,12.268,4873320
OAR16_5022043.1,16,5.789,2.558,12.268,4896030
s04198.1,16,5.789,2.558,12.268,5027247
s52658.1,16,5.789,2.558,12.268,5077438
s58400.1,16,5.789,2.558,12.268,5109593
s61045.1,16,6.148,2.558,13.862,5199230
s32372.1,16,6.435,2.784,13.982,5310236
OAR16_5481579.1,16,6.435,2.784,13.982,5353230
s45240.1,16,6.435,2.784,13.982,5438002
s33103.1,16,6.903,3.088,14.799,5554144
s00068.1,16,6.903,3.088,14.799,5566847
s48579.1,16,6.903,3.088,14.799,5631196
OAR16_5988420.1,16,7.012,3.231,14.799,5745877
OAR16_6031342.1,16,7.012,3.231,14.799,5783255
s47306.1,16,7.012,3.231,14.799,5840491
s49157.1,16,7.012,3.231,14.799,5867693
s63876.1,16,7.012,3.231,14.799,5906959
s38476.1,16,7.213,3.332,15.211,5949790
s70283.1,16,7.213,3.332,15.211,5967400
s38560.1,16,7.213,3.332,15.211,6032480
DU500816_390.1,16,7.213,3.332,15.211,6089297
OAR16_6409309.1,16,7.429,3.542,15.211,6149044
OAR16_6472257.1,16,7.786,3.702,16.152,6211751
OAR16_6558178_X.1,16,7.899,3.702,16.44,6299063
s05023.1,16,7.899,3.702,16.44,6376004
s65382.1,16,7.971,3.702,16.622,6380388
s62250.1,16,7.971,3.702,16.622,6403327
OAR16_6812040.1,16,8.553,4.29,17.28,6431203
OAR16_6845984.1,16,8.553,4.29,17.28,6462907
OAR16_6897799.1,16,8.822,4.555,17.378,6515175
OAR16_6933877_X.1,16,8.822,4.555,17.378,6543893
OAR16_6966845.1,16,8.822,4.555,17.378,6573213
OAR16_7004857.1,16,8.822,4.555,17.378,6608687
OAR16_7116193.1,16,8.918,4.677,17.378,6727251
OAR16_7156727.1,16,8.918,4.677,17.378,6769075
s30766.1,16,9.233,4.992,17.9,6922937
OAR16_7385694.1,16,9.233,4.992,17.9,6963724
OAR16_7413752.1,16,9.352,4.992,18.233,6991430
s02342.1,16,9.352,4.992,18.233,7054708
s72154.1,16,9.352,4.992,18.233,7069869
OAR16_7561063.1,16,9.352,4.992,18.233,7130974
OAR16_7615049.1,16,9.352,4.992,18.233,7163525
OAR16_7661219.1,16,9.352,4.992,18.233,7207579
s49819.1,16,9.483,5.152,18.233,7267366
s12955.1,16,9.483,5.152,18.233,7273734
OAR16_7733074.1,16,9.483,5.152,18.233,7280344
OAR16_7740623.1,16,9.483,5.152,18.233,7287301
s40586.1,16,10.31,6.013,18.783,7381422
s62544.1,16,10.31,6.013,18.783,7435348
s24540.1,16,10.451,6.013,18.824,7457241
OAR16_7985888.1,16,10.451,6.013,18.824,7480134
OAR16_8039343_X.1,16,10.769,6.201,18.884,7534749
OAR16_8085390.1,16,10.873,6.201,19.679,7578058
OAR16_8135295.1,16,10.968,6.201,20.403,7635517
OAR16_8211092.1,16,11.015,6.305,20.529,7701071
OAR16_8234966.1,16,11.062,6.411,20.655,7731038
s10381.1,16,11.359,6.598,20.958,7865471
OAR16_8414156_X.1,16,11.359,6.598,20.958,7880194
s20952.1,16,11.359,6.598,20.958,7973468
s69833.1,16,11.359,6.598,20.958,8018995
OAR16_8614974.1,16,11.359,6.598,20.958,8034777
s27350.1,16,11.359,6.598,20.958,8041027
OAR16_8655797.1,16,11.359,6.598,20.958,8074392
s45814.1,16,11.359,6.598,20.958,8220406
OAR16_8840244.1,16,11.572,6.738,21.294,8259035
s58880.1,16,11.982,6.966,21.995,8310117
s28624.1,16,11.982,6.966,21.995,8352525
s37198.1,16,11.982,6.966,21.995,8397268
OAR16_9074294.1,16,11.982,6.966,21.995,8479500
OAR16_9453819.1,16,11.982,6.966,21.995,8565888
OAR16_9278782.1,16,11.982,6.966,21.995,8657662
OAR16_9304469.1,16,12.134,7.241,21.995,8683816
s46479.1,16,12.615,7.639,22.609,8968749
OAR16_9870495.1,16,12.615,7.639,22.609,9003821
OAR16_9947075.1,16,12.745,7.847,22.609,9075249
s32466.1,16,12.745,7.847,22.609,9124681
OAR16_10139576.1,16,13.142,8.23,22.609,9186053
s70054.1,16,13.142,8.23,22.609,9207808
OAR16_10254865.1,16,13.412,8.23,23.842,9303098
OAR16_10314015.1,16,13.412,8.23,23.842,9363170
s57088.1,16,13.412,8.23,23.842,9428404
s74736.1,16,13.412,8.23,23.842,9442152
OAR16_10423797.1,16,13.412,8.23,23.842,9474950
OAR16_10490791.1,16,13.412,8.23,23.842,9531484
OAR16_10523612.1,16,13.412,8.23,23.842,9567145
OAR16_10548294.1,16,13.412,8.23,23.842,9596748
s69434.1,16,13.412,8.23,23.842,9768916
OAR16_10754195.1,16,14.195,8.509,26.959,9795053
OAR16_10814090.1,16,14.604,9.08,27.376,9992112
s27662.1,16,15.778,9.931,28.5,10275990
OAR16_11208745.1,16,15.913,10.075,28.5,10353039
OAR16_11367220.1,16,15.913,10.075,28.5,10506127
OAR16_11445590.1,16,15.913,10.075,28.5,10583923
OAR16_11855907.1,16,15.924,10.086,28.5,10857192
s69328.1,16,17.143,11.311,28.5,10885113
OAR16_11935656.1,16,17.143,11.311,28.5,10946794
OAR16_12021901.1,16,17.782,11.881,29.264,11043003
OAR16_12094959.1,16,17.782,11.881,29.264,11095941
